event_type,sub_event_type,actor1,inter1,admin2,source_scale,fatalities
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Bohol,National,3
Battles,Armed clash,ASG: Abu Sayyaf,2,Bohol,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Isabela,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Masbate,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,Local partner-National,1
Explosions/Remote violence,Grenade,Unidentified Armed Group (Philippines),3,Maguindanao,National,0
Battles,Armed clash,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Masbate,Local partner-Other,3
Battles,Armed clash,ASG: Abu Sayyaf,2,Sulu,National-International,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Battles,Armed clash,NPA: New People's Army,2,Masbate,National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,3
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Zamboanga del Sur,National,3
Battles,Armed clash,NPA: New People's Army,2,Camarines Sur,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Battles,Armed clash,Military Forces of the Philippines (2016-),1,Sulu,National,1
Explosions/Remote violence,Remote explosive/landmine/IED,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Ilocos Sur,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Battles,Armed clash,Military Forces of the Philippines (2016-),1,Lanao del Sur,National,2
Battles,Armed clash,NPA: New People's Army,2,Albay,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,3
Explosions/Remote violence,Remote explosive/landmine/IED,BIFF: Bangsamoro Islamic Freedom Fighters,2,Cotabato,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Isabela,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Laguna,National,1
Explosions/Remote violence,Remote explosive/landmine/IED,MILF: Moro Islamic Liberation Front,3,Sultan Kudarat,National,0
Strategic developments,Disrupted weapons use,MILF: Moro Islamic Liberation Front,3,Sultan Kudarat,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Masbate,Local partner-Other,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Sur,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Davao del Sur,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,7
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Masbate,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,3
Violence against civilians,Attack,NPA: New People's Army,2,Palawan,National,1
Violence against civilians,Attack,ASG: Abu Sayyaf,2,Sulu,International,1
Battles,Armed clash,NPA: New People's Army,2,Agusan del Sur,Regional,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Strategic developments,Arrests,Police Forces of the Philippines (2016-),1,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Batangas,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zambales,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Explosions/Remote violence,Remote explosive/landmine/IED,NPA: New People's Army,2,Davao Oriental,National,0
Strategic developments,Looting/property destruction,NPA: New People's Army,2,Davao del Sur,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,Regional,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Camarines Norte,Local partner-National,1
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Bohol,National,2
Strategic developments,Looting/property destruction,NPA: New People's Army,2,Cotabato,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Negros Occidental,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Sur,Local partner-National,1
Battles,Armed clash,MILF: Moro Islamic Liberation Front,3,Maguindanao,National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Bohol,National-International,9
Battles,Armed clash,NPA: New People's Army,2,Cotabato,National,4
Violence against civilians,Attack,Armed Drug Suspects (Philippines),3,Negros Occidental,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Rizal,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Basilan,National-International,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Negros Oriental,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pangasinan,National,1
Violence against civilians,Abduction/forced disappearance,NPA: New People's Army,2,Cotabato,National,0
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Davao de Oro,Local partner-Other,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,Local partner-National,4
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Iloilo,Local partner-National,2
Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Philippines),3,Davao Oriental,National,0
Strategic developments,Agreement,ASG: Abu Sayyaf,2,Tawi-Tawi,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Quezon,National,1
Strategic developments,Looting/property destruction,NPA: New People's Army,2,South Cotabato,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,Local partner-National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Armed Drug Suspects (Philippines),3,Batangas,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Batangas,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Nueva Vizcaya,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Battles,Armed clash,NPA: New People's Army,2,Davao Oriental,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Zamboanga Sibugay,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Davao del Norte,Local partner-Other,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cagayan,National,2
Protests,Peaceful protest,Protesters (Philippines),6,Cebu,National,0
Strategic developments,Agreement,CPP-NPA-NDF: Communist Party of the Philippines-New People's Army-National Democratic Front,3,Metro Manila,National,0
Battles,Armed clash,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cavite,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Apayao,National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Ilocos Norte,National,1
Violence against civilians,Attack,BIFF: Bangsamoro Islamic Freedom Fighters,2,Maguindanao,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Samar,National,0
Explosions/Remote violence,Remote explosive/landmine/IED,BIFF: Bangsamoro Islamic Freedom Fighters,2,Sultan Kudarat,International,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Tarlac,National,1
